plz,id
93170,72
23556,147
54456,70
88142,75
53229,2
17179,113
31558,138
06249,78
16833,303
97256,26
96450,146
83246,180
60314,4
24860,38
08525,109
93348,193
71665,16
86854,75
94424,205
34593,171
19075,184
31604,211
24392,38
50997,2
66119,32
17379,357
90489,13
90455,13
51147,2
29223,143
65385,10
35104,164
28327,9
12163,419
85640,15
37696,240
78549,112
12435,419
63839,188
15526,136
23992,290
42799,3
91469,190
84419,145
73733,20
23566,147
04279,17
61197,54
02763,115
42655,151
79780,376
64572,124
30851,6
13627,419
19374,353
31608,211
45899,98
82327,15
80331,5
53773,3
58509,185
71546,27
97342,26
72074,52
67592,116
06901,261
25813,38
89250,181
24601,34
67732,77
95445,155
71272,25
57078,106
18314,99
74653,218
07952,109
45879,98
79286,44
12103,419
89611,46
53578,169
86825,75
18437,99
93086,72
38271,65
48477,92
85092,79
25575,100
78739,127
93047,72
78187,91
84326,205
27333,211
01705,7
79426,153
97901,188
94363,82
15898,136
26219,19
44147,22
93485,241
44149,22
12589,419
57250,106
51597,3
37287,202
25486,48
99955,291
22175,1
54536,129
74189,24
89608,46
80804,5
82065,15
17121,99
55776,263
84367,205
67229,80
08547,109
23611,45
76865,107
83714,208
18146,113
78147,91
35576,160
29462,176
04229,17
74391,16
06537,264
31618,211
14129,419
86946,204
22299,1
30455,6
73467,55
85256,133
51688,3
87477,66
74670,218
66919,167
74399,16
86707,101
87642,66
12205,419
01217,7
25337,322
25794,349
46047,137
24306,34
72531,53
56075,68
67663,299
67725,254
94551,183
53508,206
89183,46
83550,15
79804,126
65199,10
94161,131
99310,289
97456,142
86986,336
37296,202
19300,184
02733,230
07368,320
44579,40
14621,12
06366,198
45896,98
91798,87
73252,20
75059,76
96154,84
27570,163
88263,56
87527,66
52538,111
84169,90
14913,12
74360,24
29585,176
23970,290
01734,7
18317,99
67295,254
82152,15
60486,4
86494,101
79875,393
15837,12
38879,148
77793,300
39126,157
65428,124
09217,110
36466,231
74850,161
50825,2
54332,70
25573,100
54472,129
96129,84
32120,57
06712,159
25788,349
06132,78
83043,62
23827,48
72768,53
07987,174
79692,334
74915,76
10719,419
46539,502
55599,116
18211,113
09439,64
99880,292
04895,209
57482,315
06388,198
63654,54
17209,351
74254,24
13355,419
54673,257
04105,17
97837,26
74257,24
73568,55
64397,63
24972,38
97851,26
21376,88
94530,183
55621,81
23936,290
80687,5
27777,19
01594,140
79585,154
02692,230
18107,113
72393,96
32839,240
66822,85
27753,19
63811,71
74639,218
25842,38
78256,503
08645,109
17321,357
17328,357
93173,72
38440,108
78056,91
93177,72
76887,107
12049,419
24837,38
48308,33
73491,55
89601,46
08289,64
83553,15
57299,368
12629,419
18320,99
56077,68
74834,161
26670,139
49451,19
90408,13
71638,16
95478,249
30419,6
58091,134
01129,7
56349,10
99867,292
72285,195
94086,131
54329,70
01159,7
96185,84
91522,119
67693,77
78166,91
44653,197
85229,133
72474,96
29361,143
22880,374
65375,10
24848,38
49429,19
31275,6
38468,108
85139,79
24649,48
78176,91
80802,5
66129,32
89610,46
09247,74
67126,37
03046,118
93359,90
67098,80
44143,22
72186,195
76356,28
19372,353
63828,71
24631,196
26548,172
22964,45
88178,75
55116,165
76833,107
54612,257
73650,27
17237,367
86673,316
59505,236
12055,419
79365,44
49632,19
82216,95
53819,3
93343,193
79877,297
64732,232
14823,12
74638,218
79688,334
25721,100
76707,76
13599,419
74238,161
26474,139
76761,201
82544,166
45663,40
85055,79
99087,73
66636,293
06846,337
29478,176
58285,310
14055,419
33602,42
79686,334
29593,176
18461,99
18374,99
48629,92
95679,249
83377,180
79361,273
86492,204
74821,161
67824,81
85051,79
66504,167
08261,109
25482,48
29365,108
85591,15
06794,198
72293,195
48159,18
51519,3
86465,101
12681,419
74865,161
20535,1
28757,9
25462,48
06648,159
25849,38
21358,135
84359,205
56659,206
01816,7
63486,59
38557,108
87549,66
32758,31
30823,6
78054,91
07422,284
45139,23
90584,87
91344,155
56599,169
19053,184
19357,344
64756,232
81549,5
86987,336
38530,108
91364,217
64289,63
14793,12
01768,7
32312,144
23999,290
02625,230
45476,130
88459,35
25364,48
67133,37
72119,52
09380,64
27299,141
35463,168
82291,95
91052,60
08248,109
21439,88
02827,115
26723,356
21647,88
69250,30
72218,11
06647,159
66606,293
86751,383
83673,166
91732,340
23568,147
26939,19
87480,66
03054,118
97854,26
44359,22
72361,96
38547,108
31595,211
14513,12
82110,95
75449,11
34621,171
31832,6
89597,46
94121,131
27499,1
84513,145
81825,5
74549,105
86663,304
49074,41
88515,35
26845,139
12051,419
21400,135
75180,11
46419,33
49716,102
85117,79
98554,216
35116,413
12687,419
02694,230
82205,15
17159,276
88364,56
25889,38
31699,138
83301,180
63936,188
95709,86
93339,193
94529,131
31555,138
97506,142
96482,146
98708,289
96268,152
37176,278
89349,210
22041,1
55471,242
22159,1
38820,148
34369,50
65550,247
55291,116
10555,419
23823,48
36381,375
97244,26
29396,108
86753,383
99425,73
96199,84
23829,48
28199,9
56598,169
72213,11
97769,250
92521,179
39638,308
06255,78
91785,87
79353,44
21644,234
95502,152
71134,25
09127,74
86874,75
94486,183
06721,159
22301,1
33142,31
39240,150
49504,92
54666,257
52428,93
04347,17
94563,183
63538,59
94474,131
74579,105
12487,419
54441,70
55296,165
12053,419
88250,56
06868,261
15374,239
06467,150
73272,20
15806,12
76835,107
53113,2
21423,135
97789,250
09355,74
95473,155
97204,26
54295,70
36355,54
74249,24
73266,20
67578,116
74592,105
94369,82
86479,210
27251,226
22391,1
86681,304
22049,1
36199,177
86476,210
03130,118
58640,229
87781,75
63814,71
21445,88
13505,419
18556,99
93336,193
30826,6
81927,5
85777,259
96169,84
55626,263
90556,114
14548,12
83708,208
34130,50
21789,163
44879,39
55262,81
82287,95
39120,157
40472,8
56637,212
49457,226
63739,71
35689,266
34630,171
80538,5
66887,194
06386,198
26931,19
06526,264
39448,150
07334,284
67585,165
72144,52
38678,248
94481,341
49509,92
21745,163
38553,108
04651,317
10717,419
75392,25
73770,20
94244,269
74747,161
90478,13
97773,26
54558,332
93087,72
35080,94
94436,205
84405,186
79424,153
55595,81
26831,139
98739,284
63939,188
85376,259
06729,159
48531,213
76149,28
86757,383
27749,19
67434,80
30161,6
97727,250
48485,92
23684,45
14772,12
04769,17
52159,14
07973,174
54309,70
95191,86
73441,55
15518,136
24568,48
27383,362
59494,236
86872,101
84171,90
53567,169
08393,74
31177,65
82279,204
27239,123
81539,5
08064,128
96257,146
50858,2
34302,171
68804,30
75031,24
86703,304
96250,146
34246,50
17194,351
66901,194
33758,158
71640,16
96184,283
26486,19
74842,161
95694,155
49082,41
73540,55
71034,25
13086,419
66131,32
61279,61
50735,2
94167,131
93180,72
29584,176
06126,78
74924,76
94065,341
87719,75
16248,238
51427,3
49152,41
13403,419
18273,113
73485,55
95213,86
74632,218
02782,115
22929,45
24944,38
15320,239
78570,112
78600,112
84387,205
88682,326
22969,45
22844,48
67577,116
29369,108
14552,12
55779,263
82178,95
06711,159
72582,53
36137,83
87739,75
19399,353
06179,78
53721,3
99625,73
24363,34
24879,38
36282,177
50321,3
13435,419
84166,90
56645,212
56766,129
56653,206
67753,194
85399,186
83352,180
97262,26
91347,155
93346,193
85604,15
82284,95
69207,30
29588,176
85567,15
96145,146
88410,56
67280,80
53340,3
30853,6
10825,419
35260,94
84097,90
21228,88
97505,142
37081,122
72574,53
97659,285
97291,26
35606,160
06464,150
97519,283
57258,106
46397,294
07589,174
34471,164
86859,204
84155,90
95349,152
35759,266
79395,153
56587,169
94094,131
36452,231
69117,30
78234,311
34225,50
04357,17
86738,383
72820,53
46286,40
74211,24
76857,107
57290,368
28279,9
26937,19
24537,48
36287,177
95704,249
04860,17
63801,71
07745,192
54424,129
40629,8
07389,320
97511,142
23896,120
79418,153
10315,419
40822,132
99097,73
99334,289
83569,62
99765,296
94327,82
06122,78
45739,40
95643,249
38176,235
24791,196
09119,74
64839,149
74930,24
24558,48
45468,130
71106,25
98527,216
88376,56
91236,13
73655,27
14656,12
41334,21
97907,26
86199,47
10965,419
19306,184
89551,173
85617,15
22083,1
56377,10
99885,292
54597,257
45888,98
09328,110
83080,62
73037,51
83250,180
23738,45
42119,29
18258,113
66509,167
83132,180
16548,12
91056,60
83339,180
78267,311
75399,11
55569,81
52224,14
12159,419
06268,78
59581,256
67259,37
84172,90
49439,19
14806,12
82347,225
30453,6
38467,108
94252,269
69251,30
97650,285
64521,124
86836,101
96148,84
81679,5
97725,250
90547,114
39245,330
56070,68
14163,419
54293,70
65347,10
24870,38
84543,145
88273,56
10777,419
77656,69
06536,264
58762,222
14797,12
80469,5
93349,193
55432,242
44357,22
94265,269
04924,209
56338,10
76359,28
86561,267
74081,24
37073,122
18334,99
10783,419
04758,17
06667,159
72364,96
78333,503
79822,297
91278,155
78144,127
53840,3
38543,108
35633,160
86669,316
39104,157
19086,353
49681,19
06688,159
86756,383
81377,5
61169,54
26316,19
94099,131
97857,26
47239,43
78465,67
24939,38
77731,228
86565,267
88167,75
26969,19
65191,10
27639,163
84428,145
97833,26
17217,351
94550,183
95701,249
31162,65
66450,214
19059,184
75447,11
59063,207
49196,41
72184,195
86420,101
28219,9
66877,77
85241,133
01561,140
29559,176
76332,11
93466,241
31535,6
17252,367
92249,178
47475,43
67158,80
83684,208
25884,38
67468,77
97228,26
44577,40
53115,2
96188,283
24797,408
76185,28
08237,109
24107,34
73087,51
24534,48
94527,183
19073,184
72135,52
83671,166
38524,108
90491,13
02899,115
89192,46
37574,371
37327,287
16945,344
96161,84
42853,246
39524,270
85395,259
85104,79
81243,5
69231,30
63584,277
02747,115
96365,152
91238,13
76137,28
01762,7
49599,255
54492,129
90473,13
06246,78
54518,129
01187,7
64285,63
45473,130
82288,95
69121,30
56330,68
97070,26
97353,26
91359,217
64283,63
97288,26
79427,273
89564,173
06502,148
98743,284
10557,419
80337,5
16835,303
92353,162
17129,99
85667,15
28759,9
09573,110
97297,26
31638,211
22605,1
94262,269
06116,78
54616,257
73571,55
01728,7
21720,203
87645,66
22769,1
93426,241
87653,66
36367,54
30171,6
64711,232
22846,1
06773,261
95508,249
80935,5
35683,266
56859,129
02794,115
89299,181
44866,39
88448,35
39387,227
58455,175
08349,64
90453,13
40489,8
97499,142
35274,94
44309,22
23919,120
45525,309
94110,131
35614,160
80939,5
36399,54
35390,168
69115,30
17390,99
19067,353
74589,105
68542,49
21261,88
32547,339
33605,42
92445,179
64319,63
86941,204
07548,174
66989,167
93455,241
38446,108
78086,91
29565,176
83112,62
83355,180
21762,163
37197,324
22335,1
35582,160
96472,146
26197,19
54576,332
06861,337
23847,120
08451,128
79733,126
88319,56
35586,160
63688,54
84094,193
91575,119
73469,55
10715,419
29581,176
78247,311
86511,47
95145,86
31303,388
78345,503
77886,319
73430,55
89522,173
86444,267
89186,46
10963,419
27257,226
15366,239
95197,86
91725,119
31552,138
49584,255
40479,8
57392,390
60386,4
14550,12
84478,145
52146,14
91230,13
88484,35
83253,62
75331,11
35716,266
91083,60
24364,34
74223,24
21436,88
77746,69
89542,173
41569,36
83093,62
87448,66
91720,340
87651,66
64668,170
54614,257
29699,301
31718,138
33609,42
16567,12
71069,25
86405,101
96489,146
14612,12
07774,192
77799,69
92366,162
44797,39
37520,324
18445,99
96123,84
87770,75
91338,217
69502,49
45772,40
82497,288
86564,267
72406,96
97906,188
69509,170
92281,178
38895,148
77839,228
24536,48
72636,20
83730,208
08548,109
86692,316
86356,101
19417,290
67814,254
47509,21
25996,38
32549,339
34379,412
65623,10
12099,419
27374,191
73333,51
04746,325
69429,161
10365,419
76344,28
45881,98
44629,197
41515,36
96253,146
29587,176
06485,148
89331,210
46342,33
47055,43
63546,59
87435,66
04838,17
45475,130
73033,51
15936,12
69256,30
94347,82
97993,121
12557,419
07607,192
74889,76
84494,145
89294,181
02785,115
75337,11
29342,143
83026,62
52223,14
29378,108
33611,42
56862,129
63755,71
04683,317
29362,143
14979,12
04289,17
52511,111
77749,69
19071,290
24783,196
98634,216
85551,15
01237,7
66640,293
31636,211
97440,142
49084,41
53619,169
36211,177
48527,213
91726,119
30880,6
56581,169
47445,104
80933,5
34134,50
85652,15
64846,149
17429,99
29579,176
66453,214
01773,7
26871,102
79540,154
35117,94
49326,282
35647,160
92367,162
06779,198
47053,43
94368,82
14715,12
49090,41
29496,176
09548,64
88097,67
36460,231
01587,140
73104,51
82393,225
85057,79
66503,167
64686,187
30179,6
76694,76
67316,80
23701,45
22111,1
08485,109
82493,288
24626,48
29479,176
88260,56
85301,286
24876,38
82349,15
04177,17
31036,65
66701,220
77743,69
08301,64
28355,9
72479,96
41844,111
17398,99
82346,15
85307,286
19209,290
73066,51
55774,263
24638,48
35619,160
91617,119
82049,15
89284,181
01776,7
86165,47
23560,147
64720,232
54498,129
97776,26
49406,226
29336,143
50676,2
99752,296
35288,94
06556,321
92224,178
24147,34
90429,13
21258,88
88368,56
52382,93
51789,3
68519,170
29578,176
74928,161
91459,190
63512,89
88079,67
21444,1
35321,409
01738,7
35685,266
01589,140
08297,64
18516,99
31619,211
79238,273
45966,335
04179,17
64757,232
78337,503
24367,34
68159,49
86470,210
98663,370
27336,301
91361,217
67550,116
49685,19
77652,69
37688,240
72147,52
51491,3
73061,51
94072,131
25693,100
23758,45
01307,7
91367,217
88094,67
32457,380
67245,37
99098,73
39221,150
41065,58
88285,56
86154,47
93077,193
64407,232
34128,50
04451,17
79809,126
54664,257
65553,247
91239,13
48317,18
17219,351
33719,42
25719,100
67071,37
77883,69
65183,10
67159,80
48488,102
29356,143
47495,104
91358,217
06642,159
93489,241
83627,208
78730,127
91356,217
25572,338
53804,3
31632,211
37213,202
01109,7
72116,52
22609,1
67059,37
07381,320
40474,8
85375,259
44869,39
35708,266
67147,80
66501,167
75391,11
37293,202
55497,242
74397,24
63897,188
39393,227
56323,68
59823,280
33175,31
63599,277
34388,50
83259,180
04617,302
64372,63
95195,86
56812,129
24808,34
54320,70
80807,5
88214,56
97346,26
21077,1
97526,142
24217,34
86574,267
85410,359
55546,81
79689,334
72149,52
59387,33
91244,13
91599,119
66299,32
90762,114
75249,11
72458,96
24816,34
06188,78
55288,116
71384,27
22949,45
77855,69
56856,129
21640,234
72221,11
21039,120
04571,17
33178,31
23966,290
84187,90
88662,67
68229,49
24852,38
67105,37
97494,283
93128,72
07551,174
15370,239
47169,43
53111,2
44328,22
47259,43
79362,44
74838,161
13405,419
58456,175
84098,90
33428,189
96052,84
78359,503
63329,89
78354,67
48155,18
73431,55
16306,318
97785,26
27337,141
94078,341
26897,102
24398,34
75417,11
17207,351
52372,93
59597,394
25566,100
77966,69
67580,116
59557,256
31185,65
46446,323
42279,29
92526,179
65835,61
38685,248
84550,145
73553,27
27243,19
83416,233
84104,193
21395,88
80805,5
55424,81
99713,321
37170,278
39365,227
64347,63
51429,3
34270,50
80339,5
45133,23
29643,295
87675,66
46117,137
10627,419
64405,149
46284,40
17440,99
53507,206
85368,359
81677,5
20359,1
21712,234
30449,6
35099,164
82432,166
45131,23
31089,65
19294,184
95689,249
48607,327
02923,115
77960,69
02730,115
67829,81
20355,1
30669,6
68309,49
77790,300
88085,67
30173,6
04316,17
56759,129
48431,262
10779,419
46535,502
23867,48
64673,187
35638,160
49740,102
01855,7
87733,75
67489,107
32139,57
89160,46
33689,42
06114,78
37085,122
75335,11
22179,1
02829,115
40549,8
93158,179
95163,86
38690,248
42285,29
07619,192
23824,48
24632,48
48163,18
96523,355
93090,72
94431,82
73457,55
42103,29
67297,254
90562,60
24955,38
18586,99
49456,19
01906,230
31547,211
34599,171
32423,144
06369,198
08228,109
48703,33
82389,336
42369,29
33102,31
79597,154
06242,78
58642,229
72661,53
99100,292
73663,27
64859,149
47608,21
64807,149
47137,43
82131,15
38875,148
84332,205
69123,30
74740,161
67292,254
73488,55
35796,305
94566,341
38518,108
65321,10
39218,150
14959,12
35096,94
44795,39
92289,178
65197,10
66128,32
89197,46
82064,15
81829,5
25494,48
38444,108
33649,42
06406,150
99448,73
22415,1
79793,126
59519,236
08427,128
52353,93
65391,10
73274,20
94124,131
63808,71
09322,110
86975,336
06722,159
67433,80
72227,11
10585,419
92245,178
95697,86
24594,408
79713,126
04539,17
36142,83
59469,342
49757,102
67722,254
34454,164
67685,77
76870,201
67575,116
97271,26
87776,75
89568,173
24878,38
26203,19
31039,65
86850,101
97292,26
74072,24
15745,12
95192,86
39579,270
26802,139
77887,69
18574,99
53577,169
64625,187
84079,359
34516,164
29345,143
75438,11
01097,7
31035,65
04886,17
01774,7
33100,31
55469,242
49843,213
71573,27
06108,78
01468,140
46459,323
33189,31
82490,288
09130,74
85757,133
88374,56
31199,65
99718,321
32760,31
54634,257
98711,289
07338,284
86456,101
28777,9
21409,135
07356,320
74582,105
68723,30
35781,305
83064,62
74921,76
71332,27
94137,205
75236,11
69239,170
54552,332
10999,419
61203,54
74259,24
31084,65
56072,68
24637,34
56729,212
09544,110
35085,94
97249,26
86551,267
85658,15
16341,238
82290,95
21763,163
09120,74
56341,10
06842,337
50739,2
90768,114
27389,362
06466,150
97996,121
32469,144
24113,338
04207,17
86899,204
25997,38
39576,270
34637,171
21397,135
36115,83
92436,179
30900,6
25920,38
89617,46
97294,26
07950,174
24361,34
32289,57
54347,129
77787,300
82166,15
37671,240
67821,254
44269,22
04178,17
22147,1
24937,38
71576,27
60433,4
97723,250
12059,419
24576,48
54343,70
35043,94
86567,133
06749,198
21646,88
06800,198
86972,336
94116,131
45138,23
99096,73
72655,20
89558,51
36289,177
93437,241
89604,46
84137,90
34119,50
22457,1
20251,1
29525,176
47139,43
97447,142
10781,419
21493,120
10437,419
67680,77
72138,52
75233,11
67752,194
86391,101
12351,419
95685,249
24161,34
06542,264
74245,24
52078,14
85452,186
90439,13
86736,304
86919,204
72224,11
72070,52
99735,296
84553,145
73525,55
16816,303
06886,261
67271,80
66885,194
82275,95
84518,145
44649,197
84424,306
92274,178
91320,217
31708,138
02991,7
61276,61
33161,31
90765,114
91614,404
30926,6
24966,38
31542,138
71088,25
25832,38
78604,112
02994,7
86477,101
56823,129
20457,1
88416,35
60599,4
86482,101
72131,52
67586,165
63937,188
89607,46
96050,84
88371,56
29472,176
88527,35
44339,22
17349,367
22395,1
92363,162
25497,48
08344,64
49453,226
34132,50
26524,172
67816,254
79295,273
66978,167
81369,5
84088,90
82407,225
50827,2
08112,128
67258,37
54429,70
82272,95
96166,283
73092,51
50170,3
68642,116
16949,344
85748,15
97359,26
24623,48
44145,22
92284,178
95358,152
14624,12
67822,254
38274,65
32756,31
99095,73
07580,174
64823,149
08373,74
73345,51
90469,13
94526,183
97230,26
42897,246
88316,56
88287,56
29416,308
49356,226
34281,171
07751,192
83254,62
44789,39
35119,164
10625,419
87499,66
37355,287
49846,213
66440,214
04916,209
75382,11
71229,25
24395,38
38259,248
84089,193
53945,200
14641,12
67134,37
29497,176
24787,34
36358,54
72072,52
91589,119
28203,9
33604,42
31710,138
25491,48
97537,142
26129,19
55299,165
26489,139
85662,15
08262,109
34393,412
16827,303
82398,225
08147,128
82276,95
72175,127
15566,136
79292,273
06259,78
07919,109
34396,50
66132,32
12555,419
23858,45
38871,148
09427,64
48149,18
73489,55
33615,42
25557,196
80637,5
36039,83
35394,168
21339,135
78120,91
08428,128
24259,196
86633,316
35584,160
25782,349
39615,270
57334,313
38275,248
67317,80
97246,26
83483,233
29664,301
56869,242
71563,16
26446,139
84183,82
73566,55
82319,15
17419,99
55283,165
24969,38
75223,11
99830,231
74538,105
96106,283
59556,256
18209,113
69493,49
66955,167
32584,57
33330,189
04157,17
40883,97
91804,298
24782,196
12459,419
54526,129
26579,172
24613,408
24988,38
85406,259
97350,26
86732,304
97877,121
22850,45
29348,143
71287,25
26122,19
63543,59
97772,250
15938,12
04329,17
26133,19
35690,266
13509,419
91443,190
96196,84
80686,5
83486,233
65558,10
75203,11
28865,258
97896,121
07570,174
85646,15
53902,200
48291,18
48369,92
35764,266
49593,255
94356,82
25917,38
55237,116
06895,261
49434,19
94522,82
99444,73
97836,26
95499,152
13629,419
31249,235
71723,16
86984,336
38539,108
64653,187
84184,90
92278,178
71642,16
27246,226
98669,370
49179,41
85664,306
54294,70
14053,419
83224,180
35435,160
67756,194
06862,337
55435,81
66917,167
97250,26
95185,86
67748,194
71732,16
38836,148
79879,376
24351,34
08340,64
25584,100
95180,86
91227,13
69214,30
25474,48
87742,75
36163,83
86922,204
31141,65
84570,145
97656,285
09488,64
75378,11
63179,89
28197,9
97503,283
36251,177
97318,26
29331,143
67063,37
95444,155
41372,21
46359,33
38473,108
24790,196
26389,307
79853,297
95511,155
64850,149
67112,37
03048,118
23714,45
81249,5
88480,35
31553,138
36100,83
84323,205
17268,318
09385,64
41352,36
29576,176
24784,196
36179,177
65203,10
88433,35
97268,26
93326,193
94152,131
26789,139
90402,13
17036,276
92339,298
23564,147
88284,56
78592,112
30167,6
07429,284
29303,143
76764,201
37115,350
37242,202
55276,165
22956,45
22303,1
95336,152
83734,208
94154,131
09526,64
50126,3
55459,81
25795,349
93468,241
84524,145
91054,60
26603,172
39397,227
03116,118
35719,94
36469,231
21029,1
14193,419
84555,145
72181,52
10787,419
24768,196
23730,45
24864,38
19258,184
42719,151
95485,155
17406,99
97783,26
59399,33
83547,306
74246,24
03050,118
48432,262
65474,124
71149,25
46414,33
79865,376
85411,259
04519,17
25878,38
85084,79
06493,148
37124,122
74243,24
59955,281
68782,30
40227,8
92268,178
97074,26
86674,267
52134,14
19309,344
25578,100
71263,25
17291,318
02999,7
48329,33
67547,116
72270,195
66871,194
18055,113
68535,49
78126,91
35510,54
04158,17
09618,110
85296,286
74229,24
53225,2
66763,85
84529,180
75175,11
78464,67
68623,116
82418,225
54619,257
08352,64
67598,116
59939,281
58791,222
32105,117
33154,31
21710,234
39345,227
95493,155
44625,197
40668,36
94348,82
26215,19
73337,51
42327,29
32427,144
97222,26
53505,206
92318,162
22525,1
30952,6
83242,180
17039,367
76646,76
73773,20
49479,92
19336,344
76287,28
73497,55
93352,90
24806,34
86163,47
88074,67
74626,218
46395,294
80689,5
87487,66
08529,109
40235,8
10629,419
19376,353
39122,157
77933,69
67122,37
37276,202
04668,317
73728,20
24241,338
21782,163
82396,225
53332,3
65187,10
24357,34
91189,87
98529,216
83620,62
63931,188
93107,72
36110,54
24256,34
26907,102
35285,164
24872,38
17326,318
94556,341
93358,193
88524,35
74937,76
31582,211
97941,121
85119,286
84339,205
67678,77
77654,69
37120,122
81669,5
55767,263
72336,96
26441,19
72660,20
41063,58
84066,90
97076,26
01277,7
07349,284
22119,1
63871,71
40878,97
69126,30
39446,150
35457,168
98530,216
97225,26
93057,72
51103,2
41068,58
53539,332
88046,67
88045,67
06484,148
39418,150
78083,91
34513,164
67480,107
90552,13
91793,87
96146,84
07629,192
44623,197
20539,1
49419,226
65624,10
47918,21
15712,12
95365,152
42281,29
21272,88
63867,71
49328,282
56826,129
79224,44
18236,113
21465,1
67551,116
86929,204
55127,165
88255,56
41363,36
46119,137
99330,289
79874,297
79108,44
21756,163
84337,205
16775,12
25563,100
76275,28
66987,167
63533,89
97348,26
45149,23
99634,73
97780,26
29308,143
93176,72
86925,204
94469,183
87656,253
96179,84
51149,2
86507,101
08324,64
94536,341
82515,166
21683,203
03099,118
54450,70
29490,176
96328,152
52070,14
78589,112
47057,43
51469,3
84453,145
34479,50
87637,66
31719,211
21380,135
37136,122
97792,250
66999,167
83536,306
16866,303
72535,46
77978,69
91327,217
52391,93
82293,95
94032,131
45357,23
59821,280
63636,277
36145,83
87787,75
52379,93
21684,203
91572,119
20459,1
40233,8
94372,82
28309,9
09405,64
73113,51
83646,166
95168,86
66287,32
27578,163
78112,91
52385,93
81739,5
92355,162
72649,20
74586,105
91161,87
35418,168
04315,17
86343,101
12679,419
97523,142
71701,16
84168,90
31224,235
73268,20
97532,142
31633,211
52062,14
93197,72
82297,47
50668,2
49596,255
49201,41
49565,255
87724,75
67697,77
67354,37
35279,94
26639,172
78594,112
91555,119
67731,77
58638,229
99438,73
49492,92
91722,119
46562,502
87493,66
88422,35
45470,130
18069,113
22961,45
96476,146
68549,49
67281,80
06317,264
54668,257
55568,81
86947,204
34289,50
71735,16
84186,90
35088,413
94569,183
14473,12
26506,172
12169,419
28816,123
47574,365
23826,48
30521,6
79241,273
23744,45
53498,206
40591,8
34308,50
58739,342
32361,144
29456,176
08233,109
78736,127
47199,43
07743,192
37444,248
87778,75
91456,190
82041,15
09350,74
67475,80
83104,62
30169,6
94571,183
88400,35
22927,45
66117,32
54313,70
04129,17
21447,135
97497,142
96176,283
95666,249
59075,207
54470,129
33449,158
87736,75
86856,101
64739,232
76135,28
72411,52
09131,74
27472,312
85113,298
84048,193
86687,304
94127,131
09419,64
12685,419
66113,32
16559,12
23866,48
23869,45
03058,118
67677,77
21109,1
92286,178
46282,40
56589,169
94350,82
15834,12
75210,11
78576,311
85122,298
14662,12
71297,11
93464,241
84561,145
89346,210
73776,20
86977,336
08496,109
35398,168
06128,78
21643,234
97616,285
44263,22
08371,74
53909,200
84539,145
99631,73
40219,8
08396,74
56357,10
63868,188
79737,126
28209,9
01833,7
86943,204
22047,1
42389,29
25727,100
91735,340
74936,76
31094,65
76771,201
24887,38
47447,104
92277,178
55218,81
50181,3
54534,129
65556,247
31592,211
21274,88
82234,15
20259,1
13051,419
70734,27
74199,24
31688,138
22527,1
12105,419
04567,17
63826,71
04205,17
92447,179
89075,46
49536,92
09437,64
04319,17
67734,77
74226,24
20148,1
86399,101
74074,24
24819,408
84030,90
74918,76
15827,12
23860,45
96215,146
97539,283
23946,290
97788,26
84389,205
55596,81
65205,10
94375,82
59755,280
74595,105
81373,5
04874,17
91353,217
41239,58
91413,190
89359,210
22417,1
73666,20
49176,41
36318,54
73269,20
14169,419
96157,84
47665,104
12165,419
56564,169
36304,54
47589,268
25365,48
40217,8
67125,37
34639,171
12247,419
45886,98
37359,287
69254,30
92260,178
17168,113
94547,183
90610,13
86150,47
28277,9
15711,12
87497,66
98673,370
97258,190
87545,66
53506,206
47804,21
97236,26
78052,91
85435,186
52396,93
29640,295
72356,96
54531,129
74599,105
56746,206
72299,195
84431,145
67483,107
85774,15
82488,288
07957,174
54427,70
37586,278
32425,144
98724,355
67304,254
85309,286
48529,213
56588,169
23749,45
76706,28
64589,124
65343,10
25729,100
88370,56
99086,73
94140,205
58256,345
68259,49
83349,180
13351,419
28195,9
34327,171
82494,288
38828,148
54314,70
94342,82
91058,60
87466,66
28201,9
86576,267
16225,238
14089,419
49214,41
73527,55
09113,74
27248,226
69151,30
63930,188
55593,81
26571,172
97491,283
13597,419
66121,32
91717,119
09599,110
12167,419
34385,50
97267,26
04463,17
99192,292
76676,28
55743,263
86577,267
57074,106
22397,1
67596,116
49497,92
38486,308
86485,101
81476,5
92358,162
90592,13
95517,155
83324,180
21521,120
74382,24
79802,126
87785,75
63694,54
86733,383
04938,209
82491,288
79291,273
36341,54
86911,204
95158,86
88451,35
72379,96
86579,267
74862,161
83088,62
73575,55
75248,11
77974,69
22523,1
77794,69
74182,24
24109,34
76476,182
09577,110
87700,75
94256,269
38889,148
31717,138
61184,54
73579,55
25590,408
35519,54
40476,8
24794,196
31028,65
07646,192
89073,46
84178,90
52477,14
30451,6
74343,16
79848,376
14827,12
93351,193
36157,83
87749,75
87730,75
53783,3
26135,19
88048,67
54346,70
86695,101
97990,121
17509,99
88099,67
22763,1
79669,334
41539,36
86459,101
12439,419
38474,108
22399,1
87763,75
21385,135
91486,190
97529,142
83530,306
75045,76
94269,269
92237,178
73667,27
21509,45
87679,253
01309,7
79249,44
24409,38
63849,188
91349,217
99610,73
58540,347
02739,115
73111,51
79664,126
35581,160
47441,104
73116,51
76479,224
09487,64
85293,286
53572,169
27330,123
94351,82
71116,25
67067,37
91289,155
